,uid,scenario,label
6912,10413,not paying for damage my cigarette did,-1
6913,10417,being upset my girlfriend chose hunting over visting me,0
6914,10415,arguing with my mother about the needs of my younger brother,0
6915,10418,being angry at boyfriend,-1
6916,14025,I desperately want a baby.,0
6917,14031,The best cure for depression would be to send anyone who claims to be depressed to live to a 3rd world craphole for a year,-1
6918,14027,I feel like a coward every time I walk past a person in need and don't help.,0
6919,14024,I feel like i have to protect my mother from my father,0
6920,14033,I'm a 32 year old white guy. Sometimes i cry at night because Tupac is dead.,1
6921,14022,I do not believe that the human body contains water,0
6922,14026,I love writing things on public bathroom walls with a sharpie or paint marker.,-1
6923,14034,I fell for a a girl good hance ill nvr meet,0
6924,9981,bringing up feelings of exclusion to new friend group,1
6925,9983,wanting a friend with mental illnesses to actually talk about it,1
6926,9979,not wanting to be my mother's confidant,-1
6927,9978,not giving my dad his Christmas gift,-1
6928,9984,not bonding with my father,-1
6929,9977,bypassing my biological dad and communicating with my half-siblings,-1
6930,9976,cancelling my daughter's visit with her Dad,-1
6931,11612,I am in love with my friends step dad.,-1
6932,11613,i just heard on the radio that apple products will soon be able to divert calls from unknown numbers to voicemail automatically.,0
6933,11610,I feel like my problems aren’t big enough to get help for.,1
6934,11614,I am in love with my best friend,1
6935,11616,"I've finally gotten help, and now I realize how bad it was.",1
6936,11611,I'm not sure if i'm just delusional or not. I think I need help.,1
6937,11615,As a cop sometimes I seize money from homeless people because I know they will use it to buy food or drugs,-1
6938,11608,"All my students think I love Fortnite, I´m at best ambivalent",-1
6939,12201,I just yelled at my mom because of a cheap desk,-1
6940,12206,I used to make problems between my parents for what i felt like the right reasons...,-1
6941,12207,I kinda need help,0
6942,12204,In love with my best freind,0
6943,12208,its time to admit that I have an anger problem.,0
6944,14490,I disowned my son when he said he was a liberal,-1
6945,14485,I don't think I've ever told my parents or siblings I love them,-1
6946,14489,"I work in customer service, and I try to flirt with middle aged woman in hopes of getting laid, cause I love cougars",-1
6947,14492,I think I'm falling for someone who I've never even met...,0
6948,14487,I'm scared of Autumn and Winter because it is so bleak,0
6949,14483,I realized that I was in love with my best friend when I slapped them in the face,-1
6950,14486,I love how nerds smell,0
6951,9179,not taking blame for an accident,-1
6952,9178,trying to save my client from his wife's financial situation,1
6953,9183,not believing my Mom Suffers Memory Loss,-1
6954,9186,refusing to help my work colleagues anymore because of how cliquey they are,-1
6955,9184,not wanting to hang out with my mom,-1
6956,9180,telling my aunt about my cousin's drinking problem,1
6957,9177,not apologising to my best friend about disrespecting is dead mom,-1
6958,9181,not helping my coworkers out with every tiny bit of work,-1
6959,9428,offering a promo to a customer,1
6960,9429,telling my mom I'm not like her,-1
6961,9425,wanting to just leave my mother and brother,-1
6962,9421,telling coworker I can't take her shift,-1
6963,9422,not closing after my manager sent home a closer for a stupid reason,-1
6964,9423,not wanting to play a club sport anymore due to the fact I didn't get picked to goto nationals in another state,-1
6965,9147,telling my parents off,-1
6966,9146,not helping my roommate move in,-1
6967,9152,leaving my ex on the sidewalk after we broke up,0
6968,9150,not buying Christmas gifts,0
6969,9145,cutting off this friendship,-1
6970,9154,breaking up with a woman for shitty reasons,0
6971,9149,being really disappointed that my family is going on a trip over my birthday,0
6972,9144,refusing to take my boyfriend's friend home tonight,0
6973,9923,ignoring my ex-best friends cry for help,-1
6974,9922,getting mad at somebody depressed and suicidal for going offline without notice,-1
6975,9926,asking my parents to stop using Essential Oils around my pets,0
6976,9921,leaving my friend to walk on his own because he is late,-1
6977,9927,snapping at my parents cause their won't get off my back,-1
6978,9925,refusing to supervise an employee at another company,-1
6979,9066,leaving line to get random employee to ask for back-up to,0
6980,9060,being kinda pissed at strict perents,-1
6981,9061,telling my father to delete half of his birthday well wishes on my fb-wall,-1
6982,9063,not wanting to help my friend overcome depression,-1
6983,9067,never wanting to forgive her,-1
6984,9062,being mad at my parents for making me retake the ACT,-1
6985,11455,I just left the woman I love.,-1
6986,11446,My greatest fantasy is to make love to the entire Nickelback discography,0
6987,11453,I feel guilty for existing.,-1
6988,11457,I love my mom and she loves me,1
6989,11451,I HURT PEOPLE I LOVE,-1
6990,11447,I love my dogs more than any other human I know.,-1
6991,11458,I want my wife to get a job so I can leave.,-1
6992,11454,How do I live with myself after doing this?,-1
6993,11645,I was happy when my mother passed away.,-1
6994,11653,"One time, at a party-in order to impress girls, I shot myself in the foot with a .22 caliber pistol",-1
6995,11647,Drugs are the Action Replay of life,-1
6996,11646,I was part of a child molestation ring.,-1
6997,8985,losing my temper at my dad,-1
6998,8977,wanting to use a tipi on my album cover,0
6999,8981,making fun of a kids disability,-1
7000,12921,My mom is the most technologically challenged person I know,0
7001,12922,I don't deserve my life,-1
7002,12923,I'm in love with my ex girlfriend's best friend.,-1
7003,12928,I don’t like my kids,-1
7004,13640,People that get their infant's ears pierced are straight trash.,-1
7005,13648,While I was in 4th grade I had a bully so I got him back by secretly eating his lunch,-1
7006,13644,My husband pushed me up against the pudding shelf at NoFrills today and kissed me passionately... and it was so friggen hot!,0
7007,13643,I'm hopelessly in love with my girlfriend.,1
7008,13647,"I’m suicidal and either nobody knows, or they just don’t care.",-1
7009,13641,Attraction to broken people,-1
7010,13642,This is gonna sound edgy af...but i really want to eat somebody,-1
7011,14564,I will do ANYTHING out of spite,-1
7012,14569,"After my dad died I lost apart of myself, I stopped feeling sympathy but I also stopped feeling greed for some reason. A year or two ago I was a huge stoner and my plug got 10k stolen, and slashed across his face during the robbery.",-1
7013,14568,I’m leaving my girlfriend because I can’t help her anymore...,-1
7014,14567,My dad died 5 years ago this week and I am still a completely broken human being.,1
7015,14570,I hate my girlfriend,-1
7016,9766,being angry at my dad when he told me he is having another son,-1
7017,9761,asking my parents to shorten our trip overseas because my main focus was to go for competition and not go for a holiday,-1
7018,9767,not crying when my friend told me her mom died,-1
7019,9763,not trying to fix a broken friendship,-1
7020,9769,hating my partners best friend,-1
7021,9764,breaking up with my boyfriend over text while in another state with my ex,-1
7022,9765,ending a 10-year friendship,-1
7023,10958,I miss my mom.,1
7024,10965,My dad puts his watermark on his photos and it drives me nuts,-1
7025,10959,"When I was in 6th grade I rejected human evolution as fact, and embarrassed myself with my overzealous arguments.",-1
7026,10963,Im a male that loves certain things society deems feminine,0
7027,10961,"I resent my parents, and feel guilty about it.",-1
7028,10964,I'm in love with a married woman 10 years older than me,0
7029,10957,I think I'm falling in love with my girlfriend's mom,0
7030,10968,I hurt someone who loves me,-1
7031,8948,cutting a friend out of my life for eating my steak,-1
7032,8946,yelling at my boyfriend,-1
7033,8949,getting angry at babysitting my 3 year old brother,-1
7034,8944,calling CPS on this guy and his daughter,0
7035,8947,not wanting my mother to take my tax return money,-1
7036,8943,stealing my friend's girlfriend,-1
7037,8942,not wanting my parents growing weed in our home,-1
7038,8945,yelling at my husband when he interrupted my dinner by asking me to help with the baby,-1
7039,11131,"My mom has cancer and I hate her, i’ve never liked her",-1
